WP_105994656.1	WP_114604511.1	99.1
WP_262588067.1	WP_002479893.1	89.8
WP_262588067.1	WP_232167904.1	62.6
OJH01229.1	WP_001830569.1	93.3
OJH01299.1	WP_217844005.1	96.3
OJH01299.1	WP_262856654.1	86.4
OJH01299.1	WP_198985183.1	82.1
OJH01299.1	WP_239738697.1	82.2
OJH01299.1	WP_347132630.1	98.1
OJH01299.1	WP_262588072.1	75.0
OJH01299.1	WP_107596301.1	76.6
OJH01299.1	WP_107544007.1	82.9
OJH01299.1	WP_232167892.1	66.3
WP_262588085.1	WP_232167885.1	98.2
WP_262588085.1	WP_107593713.1	82.9
WP_232167904.1	WP_262588067.1	62.6
WP_232167904.1	WP_002479893.1	62.1
WP_262588074.1	WP_232167891.1	100.0
WP_262588074.1	WP_107593718.1	95.2
WP_262588074.1	OJH01241.1	92.3
WP_262588074.1	WP_217844004.1	92.3
WP_262588074.1	WP_198985185.1	87.5
WP_217844004.1	OJH01241.1	95.7
WP_217844004.1	WP_198985185.1	91.0
WP_217844004.1	WP_107593718.1	89.7
WP_217844004.1	WP_232167891.1	89.0
WP_217844004.1	WP_262588074.1	92.3
OJH01244.1	WP_198985193.1	54.5
OJH01243.1	WP_198985192.1	89.3
WP_105994670.1	WP_262588076.1	99.4
WP_105994670.1	WP_107596299.1	90.5
WP_105994670.1	WP_415922958.1	73.1
WP_105994670.1	WP_398577366.1	72.3
WP_105994670.1	WP_002479879.1	70.6
WP_105994670.1	WP_232167888.1	70.6
WP_105994670.1	WP_262588077.1	70.3
WP_262588072.1	WP_232167892.1	85.2
WP_262588072.1	WP_107596301.1	79.3
WP_262588072.1	WP_217844005.1	76.7
WP_262588072.1	WP_198985183.1	76.3
WP_262588072.1	WP_239738697.1	77.1
WP_262588072.1	WP_262856654.1	75.1
WP_262588072.1	WP_107544007.1	83.0
WP_262588072.1	WP_347132630.1	79.1
WP_262588072.1	OJH01299.1	75.0
WP_232167889.1	WP_070684328.1	50.3
WP_023015504.1	WP_262588091.1	92.8
WP_232167892.1	WP_262588072.1	85.2
WP_232167892.1	WP_107596301.1	74.9
WP_232167892.1	WP_198985183.1	70.3
WP_232167892.1	WP_239738697.1	72.8
WP_232167892.1	WP_217844005.1	70.6
WP_232167892.1	WP_107544007.1	77.3
WP_232167892.1	WP_262856654.1	69.2
WP_232167892.1	WP_347132630.1	74.7
WP_232167892.1	OJH01299.1	66.3
WP_002479867.1	WP_105994655.1	87.0
WP_198985185.1	WP_217844004.1	91.0
WP_198985185.1	OJH01241.1	90.7
WP_198985185.1	WP_232167891.1	88.0
WP_198985185.1	WP_107593718.1	87.7
WP_198985185.1	WP_262588074.1	87.5
WP_198985189.1	WP_060803561.1	95.1
WP_198985189.1	OJH01240.1	93.1
WP_198985189.1	WP_322107545.1	92.2
WP_198985189.1	WP_255201021.1	92.2
WP_105994686.1	WP_262588065.1	98.8
WP_105994686.1	WP_107593723.1	76.7
WP_262588065.1	WP_105994686.1	98.8
WP_262588065.1	WP_107593723.1	76.7
WP_262588088.1	WP_232167883.1	98.5
WP_262588088.1	WP_002479869.1	87.6
WP_107593720.1	WP_232167893.1	83.9
WP_107593720.1	WP_262588070.1	83.9
WP_107596302.1	WP_105994687.1	87.9
WP_107596302.1	WP_262588066.1	87.5
WP_198985190.1	WP_217844003.1	87.5
WP_198985190.1	OJH01239.1	85.1
WP_198985190.1	WP_107593717.1	80.5
WP_198985190.1	WP_232167890.1	68.9
WP_262588077.1	WP_232167888.1	99.2
WP_262588077.1	WP_002479879.1	80.6
WP_262588077.1	WP_415922958.1	79.1
WP_262588077.1	WP_398577366.1	78.0
WP_262588077.1	WP_107596299.1	72.3
WP_262588077.1	WP_105994670.1	70.3
WP_262588077.1	WP_262588076.1	70.0
WP_114604511.1	WP_105994656.1	99.1
WP_105994664.1	WP_262588081.1	99.8
WP_105994664.1	WP_107593715.1	92.9
WP_262588076.1	WP_105994670.1	99.4
WP_262588076.1	WP_107596299.1	90.2
WP_262588076.1	WP_415922958.1	72.9
WP_262588076.1	WP_398577366.1	72.0
WP_262588076.1	WP_002479879.1	70.3
WP_262588076.1	WP_232167888.1	70.3
WP_262588076.1	WP_262588077.1	70.0
WP_107593713.1	WP_232167885.1	82.7
WP_107593713.1	WP_262588085.1	82.9
OJH01241.1	WP_217844004.1	95.7
OJH01241.1	WP_107593718.1	90.0
OJH01241.1	WP_198985185.1	90.7
OJH01241.1	WP_232167891.1	89.0
OJH01241.1	WP_262588074.1	92.3
WP_262588079.1	WP_105994666.1	98.5
WP_262588079.1	WP_107596298.1	89.9
WP_107593721.1	WP_232167902.1	89.6
WP_232167887.1	WP_262588078.1	98.8
WP_232167887.1	WP_002479878.1	88.5
WP_105994666.1	WP_262588079.1	98.5
WP_105994666.1	WP_107596298.1	90.1
WP_239738697.1	WP_217844005.1	84.3
WP_239738697.1	WP_198985183.1	82.9
WP_239738697.1	WP_107596301.1	80.5
WP_239738697.1	WP_262856654.1	79.4
WP_239738697.1	WP_262588072.1	77.1
WP_239738697.1	WP_107544007.1	85.2
WP_239738697.1	WP_347132630.1	86.9
WP_239738697.1	WP_232167892.1	72.8
WP_239738697.1	OJH01299.1	82.2
WP_107596298.1	WP_105994666.1	90.1
WP_107596298.1	WP_262588079.1	89.9
WP_198985191.1	OJH01242.1	90.1
WP_262588066.1	WP_105994687.1	99.4
WP_262588066.1	WP_107596302.1	87.5
WP_105994699.1	WP_262588071.1	96.6
WP_105994699.1	WP_232167903.1	34.9
WP_262588062.1	WP_002479897.1	96.9
OJH01256.1	WP_198985181.1	98.7
WP_023015526.1	WP_262588054.1	88.9
OJH01239.1	WP_217844003.1	92.1
OJH01239.1	WP_198985190.1	85.1
OJH01239.1	WP_107593717.1	77.8
OJH01239.1	WP_232167890.1	69.6
WP_058611748.1	WP_204206373.1	29.6
WP_070684328.1	WP_232167889.1	50.3
WP_232167884.1	WP_262588086.1	97.9
WP_232167884.1	WP_107593712.1	62.4
WP_105994662.1	WP_262588084.1	99.8
WP_105994662.1	WP_002479873.1	96.1
WP_322107545.1	WP_060803561.1	97.1
WP_322107545.1	WP_255201021.1	91.6
WP_322107545.1	WP_198985189.1	92.2
WP_322107545.1	OJH01240.1	92.2
WP_262588054.1	WP_023015526.1	88.9
WP_241961518.1	WP_262588058.1	81.9
WP_107593718.1	OJH01241.1	90.0
WP_107593718.1	WP_232167891.1	90.4
WP_107593718.1	WP_217844004.1	89.7
WP_107593718.1	WP_198985185.1	87.7
WP_107593718.1	WP_262588074.1	95.2
WP_217844005.1	WP_198985183.1	83.8
WP_217844005.1	WP_239738697.1	84.3
WP_217844005.1	WP_262856654.1	85.2
WP_217844005.1	WP_347132630.1	95.0
WP_217844005.1	WP_107596301.1	79.1
WP_217844005.1	WP_262588072.1	76.7
WP_217844005.1	WP_107544007.1	83.9
WP_217844005.1	WP_232167892.1	70.6
WP_217844005.1	OJH01299.1	96.3
WP_217844003.1	OJH01239.1	92.1
WP_217844003.1	WP_198985190.1	87.5
WP_217844003.1	WP_107593717.1	79.9
WP_217844003.1	WP_232167890.1	70.8
WP_262856654.1	WP_217844005.1	85.2
WP_262856654.1	WP_198985183.1	78.7
WP_262856654.1	WP_239738697.1	79.4
WP_262856654.1	WP_107596301.1	78.4
WP_262856654.1	WP_262588072.1	75.1
WP_262856654.1	WP_347132630.1	87.1
WP_262856654.1	WP_107544007.1	82.4
WP_262856654.1	WP_232167892.1	69.2
WP_262856654.1	OJH01299.1	86.4
WP_232167888.1	WP_262588077.1	99.2
WP_232167888.1	WP_002479879.1	80.6
WP_232167888.1	WP_415922958.1	79.4
WP_232167888.1	WP_398577366.1	78.2
WP_232167888.1	WP_107596299.1	72.6
WP_232167888.1	WP_105994670.1	70.6
WP_232167888.1	WP_262588076.1	70.3
OJH01242.1	WP_198985191.1	90.1
WP_232167903.1	WP_105994699.1	34.9
WP_232167903.1	WP_262588071.1	33.3
WP_262588083.1	WP_105994663.1	99.2
WP_262588083.1	WP_057510028.1	94.0
WP_105994655.1	WP_002479867.1	87.0
WP_107593724.1	WP_262588063.1	96.2
WP_204206373.1	WP_058611748.1	29.6
WP_232167890.1	WP_107593717.1	72.9
WP_232167890.1	WP_217844003.1	70.8
WP_232167890.1	OJH01239.1	69.6
WP_232167890.1	WP_198985190.1	68.9
WP_262588063.1	WP_107593724.1	96.2
WP_107593725.1	WP_002479898.1	63.1
WP_107593725.1	WP_262588061.1	63.1
WP_060803561.1	WP_322107545.1	97.1
WP_060803561.1	WP_198985189.1	95.1
WP_060803561.1	OJH01240.1	95.1
WP_060803561.1	WP_255201021.1	94.1
WP_002479865.1	WP_105994653.1	92.3
WP_232167893.1	WP_262588070.1	98.7
WP_232167893.1	WP_107593720.1	83.9
WP_002479897.1	WP_262588062.1	96.9
WP_037550792.1	OJH01230.1	82.5
OJH01230.1	WP_037550792.1	82.5
WP_232167886.1	WP_262588080.1	97.3
WP_232167886.1	WP_107596297.1	89.2
WP_105994687.1	WP_262588066.1	99.4
WP_105994687.1	WP_107596302.1	87.9
WP_232167885.1	WP_262588085.1	98.2
WP_232167885.1	WP_107593713.1	82.7
WP_232167902.1	WP_107593721.1	89.6
WP_232167891.1	WP_107593718.1	90.4
WP_232167891.1	WP_217844004.1	89.0
WP_232167891.1	OJH01241.1	89.0
WP_232167891.1	WP_198985185.1	88.0
WP_232167891.1	WP_262588074.1	100.0
WP_232167883.1	WP_262588088.1	98.5
WP_232167883.1	WP_002479869.1	87.1
WP_198985192.1	OJH01243.1	89.3
OJH01240.1	WP_255201021.1	97.1
OJH01240.1	WP_060803561.1	95.1
OJH01240.1	WP_198985189.1	93.1
OJH01240.1	WP_322107545.1	92.2
WP_105994663.1	WP_262588083.1	99.2
WP_105994663.1	WP_057510028.1	94.8
WP_105994653.1	WP_002479865.1	92.3
WP_107593712.1	WP_232167884.1	62.1
WP_107593712.1	WP_262588086.1	61.1
WP_198985206.1	OJH01231.1	98.5
WP_002479871.1	WP_105994660.1	91.5
WP_262588091.1	WP_023015504.1	92.8
OJH01231.1	WP_198985206.1	98.5
WP_002479898.1	WP_262588061.1	98.0
WP_002479898.1	WP_107593725.1	63.1
WP_262588081.1	WP_105994664.1	99.8
WP_262588081.1	WP_107593715.1	92.7
WP_262588086.1	WP_232167884.1	97.9
WP_262588086.1	WP_107593712.1	61.4
WP_107593723.1	WP_105994686.1	76.7
WP_107593723.1	WP_262588065.1	76.7
WP_105994681.1	WP_002479900.1	95.0
WP_262588071.1	WP_105994699.1	96.6
WP_262588071.1	WP_232167903.1	33.2
WP_107593717.1	WP_217844003.1	79.9
WP_107593717.1	WP_198985190.1	80.5
WP_107593717.1	OJH01239.1	77.8
WP_107593717.1	WP_232167890.1	72.9
WP_002479893.1	WP_262588067.1	89.8
