WP_366915098.1	WP_347128458.1	90.6
WP_298651796.1	WP_177889699.1	55.2
WP_298651804.1	MDO5546862.1	69.6
WP_298651804.1	WP_196031616.1	58.8
WP_298651812.1	WP_347128462.1	59.6
WP_298651841.1	MDO5546861.1	72.4
WP_298651850.1	WP_177889695.1	72.9
WP_298651850.1	MDO5546872.1	65.2
WP_298651852.1	WP_295429609.1	58.1
WP_298651852.1	WP_347128456.1	51.3
WP_298651854.1	WP_295429607.1	88.6
WP_298651854.1	WP_177889691.1	78.1
WP_298651854.1	WP_196031605.1	67.3
WP_298651854.1	MDO5546878.1	31.7
WP_298651859.1	WP_295429605.1	81.7
WP_298651862.1	WP_295429599.1	92.2
WP_298651862.1	WP_196031602.1	84.0
WP_298651862.1	MDO5546879.1	50.9
WP_298651864.1	WP_295429596.1	78.7
WP_298651867.1	WP_347128454.1	84.5
WP_298651867.1	MDO5546883.1	67.7
WP_298651867.1	WP_196031597.1	75.5
WP_298651870.1	WP_295429590.1	78.5
WP_298651870.1	WP_347128452.1	70.4
WP_298651870.1	WP_196031595.1	67.5
WP_298651870.1	MDO5546885.1	60.9
WP_298651872.1	WP_295429579.1	87.8
WP_298651872.1	WP_347128449.1	86.5
WP_298651872.1	WP_196031590.1	82.0
WP_298651878.1	WP_177890218.1	42.6
WP_298651878.1	WP_295429570.1	44.5
WP_298651878.1	MBQ8001578.1	41.0
WP_298651878.1	WP_196031582.1	48.6
WP_298651878.1	MDO5546893.1	37.1
WP_298651880.1	WP_295429567.1	65.8
WP_298651886.1	WP_295429565.1	85.3
WP_298651886.1	WP_196031580.1	71.0
WP_298651886.1	WP_347129135.1	71.4
WP_298651886.1	MDO5546873.1	38.3
WP_298651889.1	WP_347129137.1	76.3
WP_298651889.1	WP_295429563.1	78.3
WP_298651889.1	WP_196031578.1	67.7
WP_298651889.1	MBQ8001576.1	69.9
WP_298651889.1	MDO5546891.1	65.1
WP_298651889.1	MDR2043435.1	63.7
WP_298651889.1	CCY69020.1	57.4
WP_298651892.1	WP_295429560.1	48.5
WP_298651892.1	WP_347129134.1	45.6
WP_298651892.1	WP_196031576.1	41.8
WP_298651894.1	WP_295429557.1	83.1
WP_298651894.1	MDO5546892.1	73.5
WP_298651894.1	WP_196031574.1	74.9
WP_298651894.1	MBQ8001577.1	72.2
WP_298651894.1	WP_347129133.1	74.4
WP_298651894.1	CCY69025.1	66.5
WP_298651897.1	WP_295429554.1	67.3
WP_298651897.1	WP_347129132.1	63.2
WP_298651897.1	WP_196031572.1	52.5
WP_298651897.1	MDO5546894.1	58.3
WP_298651897.1	CCY69027.1	53.9
WP_298651900.1	WP_295429552.1	69.3
WP_298651900.1	WP_347129131.1	63.3
WP_298651900.1	WP_196031571.1	54.0
WP_298651900.1	MDO5546895.1	51.0
WP_298651900.1	CCY69030.1	34.5
WP_298651903.1	WP_347129130.1	93.3
WP_298651903.1	WP_295429549.1	93.3
WP_298651903.1	MDO5546896.1	80.0
WP_298651903.1	CCY69046.1	56.0
WP_298651906.1	WP_295429546.1	90.2
WP_298651906.1	WP_347129129.1	75.9
WP_298651906.1	MDO5546897.1	66.7
WP_298651906.1	CCY69047.1	53.8
WP_298651909.1	WP_347129128.1	61.0
WP_298651909.1	WP_295429543.1	62.6
WP_298651912.1	WP_347129127.1	57.8
WP_298651912.1	WP_295429541.1	52.2
WP_298651914.1	WP_347129216.1	35.6
WP_298651917.1	WP_295429534.1	86.1
WP_298651917.1	MDO5546888.1	75.2
WP_298651922.1	WP_295429539.1	74.1
WP_298651925.1	WP_347129218.1	72.2
WP_298651927.1	WP_295429537.1	85.4
WP_298651927.1	WP_347129215.1	70.9
WP_298651930.1	WP_347129214.1	60.2
WP_298651930.1	WP_295429623.1	63.4
WP_298651930.1	MDO5546900.1	38.5
WP_298651933.1	WP_347129212.1	53.7
WP_298651933.1	MDO5546909.1	51.9
WP_298651937.1	WP_347129209.1	54.5
WP_298651937.1	MDO5546905.1	46.9
WP_298651937.1	WP_295429528.1	54.2
WP_298651943.1	WP_295429525.1	93.2
WP_298651943.1	WP_347130142.1	89.5
WP_298651943.1	MDO5546911.1	59.8
WP_298651943.1	CCY69074.1	40.0
WP_347128464.1	MDO5546863.1	82.6
WP_347128462.1	WP_298651812.1	59.6
WP_347128461.1	WP_196031607.1	71.6
WP_347128459.1	CCY68990.1	49.5
WP_347128458.1	WP_366915098.1	90.6
WP_177889699.1	WP_298651796.1	43.6
WP_177889695.1	WP_298651850.1	72.9
WP_177889695.1	MDO5546872.1	63.7
WP_177889693.1	MDO5546875.1	62.7
WP_347128456.1	WP_295429609.1	54.1
WP_347128456.1	WP_298651852.1	51.3
WP_177889691.1	WP_295429607.1	77.6
WP_177889691.1	WP_298651854.1	78.1
WP_177889691.1	WP_196031605.1	66.6
WP_177889691.1	MDO5546878.1	29.2
WP_347128454.1	WP_298651867.1	84.5
WP_347128454.1	MDO5546883.1	74.6
WP_347128454.1	WP_196031597.1	76.1
WP_347128454.1	CCY68993.1	42.2
WP_347128452.1	WP_196031595.1	74.2
WP_347128452.1	WP_298651870.1	70.4
WP_347128452.1	WP_295429590.1	68.9
WP_347128452.1	MDO5546885.1	61.4
WP_347128449.1	WP_295429579.1	87.3
WP_347128449.1	WP_298651872.1	86.5
WP_347128449.1	WP_196031590.1	81.3
WP_177890218.1	WP_196031582.1	67.6
WP_177890218.1	MBQ8001578.1	47.7
WP_177890218.1	WP_298651878.1	42.6
WP_177890218.1	MDO5546893.1	55.1
WP_177890218.1	WP_295429570.1	36.2
WP_347129135.1	WP_295429565.1	73.3
WP_347129135.1	WP_298651886.1	71.4
WP_347129135.1	WP_196031580.1	71.0
WP_347129135.1	MDO5546873.1	40.3
WP_347129137.1	WP_298651889.1	76.3
WP_347129137.1	WP_295429563.1	73.4
WP_347129137.1	WP_196031578.1	67.6
WP_347129137.1	MBQ8001576.1	68.2
WP_347129137.1	MDO5546891.1	64.6
WP_347129137.1	MDR2043435.1	64.3
WP_347129137.1	CCY69020.1	57.5
WP_347129134.1	WP_298651892.1	45.6
WP_347129134.1	WP_295429560.1	46.1
WP_347129134.1	WP_196031576.1	37.5
WP_347129133.1	WP_196031574.1	79.8
WP_347129133.1	WP_298651894.1	74.4
WP_347129133.1	MBQ8001577.1	69.1
WP_347129133.1	MDO5546892.1	69.5
WP_347129133.1	WP_295429557.1	70.9
WP_347129133.1	CCY69025.1	62.1
WP_347129132.1	WP_295429554.1	64.2
WP_347129132.1	WP_298651897.1	63.2
WP_347129132.1	WP_196031572.1	59.6
WP_347129132.1	MDO5546894.1	59.6
WP_347129132.1	CCY69027.1	54.6
WP_347129131.1	WP_298651900.1	63.9
WP_347129131.1	WP_295429552.1	62.2
WP_347129131.1	WP_196031571.1	57.1
WP_347129131.1	MDO5546895.1	54.8
WP_347129131.1	CCY69030.1	35.6
WP_347129130.1	WP_295429549.1	93.3
WP_347129130.1	WP_298651903.1	93.3
WP_347129130.1	MDO5546896.1	81.3
WP_347129130.1	CCY69046.1	57.3
WP_347129129.1	WP_295429546.1	78.9
WP_347129129.1	WP_298651906.1	75.9
WP_347129129.1	MDO5546897.1	66.9
WP_347129129.1	CCY69047.1	58.6
WP_347129128.1	WP_298651909.1	61.0
WP_347129128.1	WP_295429543.1	65.3
WP_347129127.1	WP_298651912.1	57.8
WP_347129127.1	WP_295429541.1	47.9
WP_347129218.1	WP_298651925.1	72.2
WP_347129216.1	WP_298651914.1	35.6
WP_347129215.1	WP_298651927.1	70.9
WP_347129215.1	WP_295429537.1	71.8
WP_347129214.1	WP_298651930.1	60.2
WP_347129214.1	WP_295429623.1	58.1
WP_347129214.1	MDO5546900.1	42.7
WP_347129212.1	MDO5546909.1	56.4
WP_347129212.1	WP_298651933.1	54.2
WP_347129211.1	WP_295429531.1	62.9
WP_347129211.1	MDO5546903.1	58.3
WP_347129209.1	WP_298651937.1	53.6
WP_347130142.1	WP_295429525.1	89.9
WP_347130142.1	WP_298651943.1	89.5
WP_347130142.1	MDO5546911.1	62.8
WP_347130142.1	CCY69074.1	39.0
WP_347129260.1	MDO5546912.1	36.7
WP_347129261.1	MDO5546866.1	68.7
WP_347129261.1	MDR2043436.1	63.7
WP_295429525.1	WP_298651943.1	93.2
